# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1503411	1504310	-	WP_042031795.1	WP_042031795.1		LysR family transcriptional regulator		69550985	I6H43_RS06855	900	299	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1504408	1505010	+						69550986	I6H43_RS06860	603		old_locus_tag=I6H43_06860
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1504408	1505010	+	WP_042031796.1	WP_042031796.1		short chain dehydrogenase		69550986	I6H43_RS06860	603	200	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1505129	1506232	-						69550987	I6H43_RS06865	1104		old_locus_tag=I6H43_06865
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1505129	1506232	-	WP_042031797.1	WP_042031797.1		phosphoribosylaminoimidazolesuccinocarboxamide synthase		69550987	I6H43_RS06865	1104	367	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1506392	1507516	-					bamC	69550988	I6H43_RS06870	1125		old_locus_tag=I6H43_06870
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1506392	1507516	-	WP_042031798.1	WP_042031798.1		outer membrane protein assembly factor BamC	bamC	69550988	I6H43_RS06870	1125	374	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1507509	1508396	-					dapA	69550989	I6H43_RS06875	888		old_locus_tag=I6H43_06875
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1507509	1508396	-	WP_041210403.1	WP_041210403.1		4-hydroxy-tetrahydrodipicolinate synthase	dapA	69550989	I6H43_RS06875	888	295	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1508601	1509134	+						69550990	I6H43_RS06880	534		old_locus_tag=I6H43_06880
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1508601	1509134	+	WP_041210402.1	WP_041210402.1		glycine cleavage system transcriptional repressor		69550990	I6H43_RS06880	534	177	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1509156	1509620	+					bcp	69550991	I6H43_RS06885	465		old_locus_tag=I6H43_06885
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1509156	1509620	+	WP_042031799.1	WP_042031799.1		thioredoxin-dependent thiol peroxidase	bcp	69550991	I6H43_RS06885	465	154	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1509784	1510284	+						69550992	I6H43_RS06890	501		old_locus_tag=I6H43_06890
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1509784	1510284	+	WP_041210400.1	WP_041210400.1		YfbU family protein		69550992	I6H43_RS06890	501	166	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1510345	1510785	-						69550993	I6H43_RS06895	441		old_locus_tag=I6H43_06895
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1510345	1510785	-	WP_042031801.1	WP_042031801.1		DUF412 domain-containing protein		69550993	I6H43_RS06895	441	146	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1511090	1512292	+						69550994	I6H43_RS06900	1203		old_locus_tag=I6H43_06900
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1511090	1512292	+	WP_040065015.1	WP_040065015.1		acetate kinase		69550994	I6H43_RS06900	1203	400	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1512348	1514528	+					pta	69550995	I6H43_RS06905	2181		old_locus_tag=I6H43_06905
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1512348	1514528	+	WP_042031804.1	WP_042031804.1		phosphate acetyltransferase	pta	69550995	I6H43_RS06905	2181	726	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1514867	1515187	+						69550996	I6H43_RS06910	321		old_locus_tag=I6H43_06910
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1514867	1515187	+	WP_042031805.1	WP_042031805.1		helix-hairpin-helix domain-containing protein		69550996	I6H43_RS06910	321	106	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1515283	1516194	+					galU	69550997	I6H43_RS06915	912		old_locus_tag=I6H43_06915
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1515283	1516194	+	WP_033114924.1	WP_033114924.1		UTP--glucose-1-phosphate uridylyltransferase GalU	galU	69550997	I6H43_RS06915	912	303	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1516408	1517805	+						69550998	I6H43_RS06920	1398		old_locus_tag=I6H43_06920
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1516408	1517805	+	WP_042031806.1	WP_042031806.1		peptide MFS transporter		69550998	I6H43_RS06920	1398	465	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1517894	1518865	-						69550999	I6H43_RS06925	972		old_locus_tag=I6H43_06925
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1517894	1518865	-	WP_041210394.1	WP_041210394.1		response regulator		69550999	I6H43_RS06925	972	323	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1519105	1519794	+						69551000	I6H43_RS06930	690		old_locus_tag=I6H43_06930
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1519105	1519794	+	WP_042031807.1	WP_042031807.1		hypothetical protein		69551000	I6H43_RS06930	690	229	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1519863	1520717	+						69551001	I6H43_RS06935	855		old_locus_tag=I6H43_06935
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1519863	1520717	+	WP_041210392.1	WP_041210392.1		DnaA/Hda family protein		69551001	I6H43_RS06935	855	284	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1520852	1521487	+						69551002	I6H43_RS06940	636		old_locus_tag=I6H43_06940
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1520852	1521487	+	WP_198493532.1	WP_198493532.1		SDR family oxidoreductase		69551002	I6H43_RS06940	636	211	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1521598	1522794	-						69551003	I6H43_RS06945	1197		old_locus_tag=I6H43_06945
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1521598	1522794	-	WP_042031811.1	WP_042031811.1		ABC transporter permease		69551003	I6H43_RS06945	1197	398	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1522794	1523948	-						69551004	I6H43_RS06950	1155		old_locus_tag=I6H43_06950
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1522794	1523948	-	WP_042031812.1	WP_042031812.1		ABC transporter permease		69551004	I6H43_RS06950	1155	384	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1523948	1524952	-						69551005	I6H43_RS06955	1005		old_locus_tag=I6H43_06955
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1523948	1524952	-	WP_082035484.1	WP_082035484.1		biotin/lipoyl-binding protein		69551005	I6H43_RS06955	1005	334	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1525026	1526447	-						69551006	I6H43_RS06960	1422		old_locus_tag=I6H43_06960
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1525026	1526447	-	WP_042031813.1	WP_042031813.1		TolC family protein		69551006	I6H43_RS06960	1422	473	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1526738	1527703	+					dusB	69551007	I6H43_RS06965	966		old_locus_tag=I6H43_06965
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1526738	1527703	+	WP_033114933.1	WP_033114933.1		tRNA dihydrouridine synthase DusB	dusB	69551007	I6H43_RS06965	966	321	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1527729	1528025	+					fis	69551008	I6H43_RS06970	297		old_locus_tag=I6H43_06970
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1527729	1528025	+	WP_005309538.1	WP_005309538.1		DNA-binding transcriptional regulator Fis	fis	69551008	I6H43_RS06970	297	98	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1528137	1529018	+						69551009	I6H43_RS06975	882		old_locus_tag=I6H43_06975
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1528137	1529018	+	WP_042031814.1	WP_042031814.1		DMT family transporter		69551009	I6H43_RS06975	882	293	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1529277	1530095	+						69551010	I6H43_RS06980	819		old_locus_tag=I6H43_06980
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1529277	1530095	+	WP_005339140.1	WP_005339140.1		DUF3100 domain-containing protein		69551010	I6H43_RS06980	819	272	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1530092	1530541	+						69551011	I6H43_RS06985	450		old_locus_tag=I6H43_06985
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1530092	1530541	+	WP_042031816.1	WP_042031816.1		hypothetical protein		69551011	I6H43_RS06985	450	149	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1530541	1531722	+						69551012	I6H43_RS06990	1182		old_locus_tag=I6H43_06990
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1530541	1531722	+	WP_042031818.1	WP_042031818.1		M20 family metallopeptidase		69551012	I6H43_RS06990	1182	393	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1531813	1532772	-						69551013	I6H43_RS06995	960		old_locus_tag=I6H43_06995
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1531813	1532772	-	WP_042031819.1	WP_042031819.1		LysR substrate-binding domain-containing protein		69551013	I6H43_RS06995	960	319	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1532908	1533534	-						69551014	I6H43_RS07000	627		old_locus_tag=I6H43_07000
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1532908	1533534	-	WP_042031821.1	WP_042031821.1		LysE family translocator		69551014	I6H43_RS07000	627	208	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1533639	1534133	-					ilvN	69551015	I6H43_RS07005	495		old_locus_tag=I6H43_07005
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1533639	1534133	-	WP_005311605.1	WP_005311605.1		acetolactate synthase small subunit	ilvN	69551015	I6H43_RS07005	495	164	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1534133	1535851	-						69551016	I6H43_RS07010	1719		old_locus_tag=I6H43_07010
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1534133	1535851	-	WP_042031822.1	WP_042031822.1		acetolactate synthase 3 large subunit		69551016	I6H43_RS07010	1719	572	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1536231	1536383	-						69551017	I6H43_RS07015	153		old_locus_tag=I6H43_07015
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1536231	1536383	-	WP_104015791.1	WP_104015791.1		hypothetical protein		69551017	I6H43_RS07015	153	50	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1536421	1537530	-						69551018	I6H43_RS07020	1110		old_locus_tag=I6H43_07020
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1536421	1537530	-	WP_042031823.1	WP_042031823.1		glycosyltransferase		69551018	I6H43_RS07020	1110	369	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1537527	1538030	-						69551019	I6H43_RS07025	504		old_locus_tag=I6H43_07025
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1537527	1538030	-	WP_042031824.1	WP_042031824.1		phosphatase PAP2 family protein		69551019	I6H43_RS07025	504	167	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1538157	1538777	-						69551020	I6H43_RS07030	621		old_locus_tag=I6H43_07030
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1538157	1538777	-	WP_033114941.1	WP_033114941.1		TetR/AcrR family transcriptional regulator		69551020	I6H43_RS07030	621	206	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1539186	1540748	+					leuA	69551021	I6H43_RS07035	1563		old_locus_tag=I6H43_07035
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1539186	1540748	+	WP_042031825.1	WP_042031825.1		2-isopropylmalate synthase	leuA	69551021	I6H43_RS07035	1563	520	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1540745	1541830	+					leuB	69551022	I6H43_RS07040	1086		old_locus_tag=I6H43_07040
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1540745	1541830	+	WP_042031826.1	WP_042031826.1		3-isopropylmalate dehydrogenase	leuB	69551022	I6H43_RS07040	1086	361	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1541864	1543261	+					leuC	69551023	I6H43_RS07045	1398		old_locus_tag=I6H43_07045
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1541864	1543261	+	WP_042031828.1	WP_042031828.1		3-isopropylmalate dehydratase large subunit	leuC	69551023	I6H43_RS07045	1398	465	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1543274	1543873	+					leuD	69551024	I6H43_RS07050	600		old_locus_tag=I6H43_07050
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1543274	1543873	+	WP_042031829.1	WP_042031829.1		3-isopropylmalate dehydratase small subunit	leuD	69551024	I6H43_RS07050	600	199	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1543992	1544918	+						69551025	I6H43_RS07055	927		old_locus_tag=I6H43_07055
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1543992	1544918	+	WP_042031830.1	WP_042031830.1		hypothetical protein		69551025	I6H43_RS07055	927	308	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1544903	1545193	-						69551026	I6H43_RS07060	291		old_locus_tag=I6H43_07060
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1544903	1545193	-	WP_041210374.1	WP_041210374.1		PilZ domain-containing protein		69551026	I6H43_RS07060	291	96	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1545421	1546401	+					thiB	69551027	I6H43_RS07065	981		old_locus_tag=I6H43_07065
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1545421	1546401	+	WP_042031831.1	WP_042031831.1		thiamine ABC transporter substrate binding subunit	thiB	69551027	I6H43_RS07065	981	326	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1546398	1548020	+					thiP	69551028	I6H43_RS07070	1623		old_locus_tag=I6H43_07070
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1546398	1548020	+	WP_042031832.1	WP_042031832.1		thiamine/thiamine pyrophosphate ABC transporter permease	thiP	69551028	I6H43_RS07070	1623	540	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1548007	1548702	+					thiQ	69551029	I6H43_RS07075	696		old_locus_tag=I6H43_07075
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1548007	1548702	+	WP_042031853.1	WP_042031853.1		thiamine ABC transporter ATP-binding protein	thiQ	69551029	I6H43_RS07075	696	231	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1548782	1550152	-						69551030	I6H43_RS07080	1371		old_locus_tag=I6H43_07080
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1548782	1550152	-	WP_041210371.1	WP_041210371.1		PhoH family protein		69551030	I6H43_RS07080	1371	456	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1550359	1551042	-						69551031	I6H43_RS07085	684		old_locus_tag=I6H43_07085
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1550359	1551042	-	WP_042031833.1	WP_042031833.1		NrdJb		69551031	I6H43_RS07085	684	227	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1551053	1553200	-						69551032	I6H43_RS07090	2148		old_locus_tag=I6H43_07090
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1551053	1553200	-	WP_042031834.1	WP_042031834.1		adenosylcobalamin-dependent ribonucleoside-diphosphate reductase		69551032	I6H43_RS07090	2148	715	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1553412	1553861	-						69551033	I6H43_RS07095	450		old_locus_tag=I6H43_07095
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1553412	1553861	-	WP_042031835.1	WP_042031835.1		pullulanase		69551033	I6H43_RS07095	450	149	
gene	rRNA	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1554168	1554282	-					rrf	69551034	I6H43_RS07100	115		old_locus_tag=I6H43_07100
rRNA		GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1554168	1554282	-				5S ribosomal RNA	rrf	69551034	I6H43_RS07100	115		
gene	rRNA	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1554365	1557253	-						69551035	I6H43_RS07105	2889		old_locus_tag=I6H43_07105
rRNA		GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1554365	1557253	-				23S ribosomal RNA		69551035	I6H43_RS07105	2889		
gene	tRNA	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1557491	1557566	-						69551036	I6H43_RS07110	76		old_locus_tag=I6H43_07110
tRNA		GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1557491	1557566	-				tRNA-Glu		69551036	I6H43_RS07110	76		anticodon=TTC
gene	rRNA	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1557767	1559311	-						69551037	I6H43_RS07115	1545		old_locus_tag=I6H43_07115
rRNA		GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1557767	1559311	-				16S ribosomal RNA		69551037	I6H43_RS07115	1545		
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1559754	1561685	-						69551038	I6H43_RS07120	1932		old_locus_tag=I6H43_07120
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1559754	1561685	-	WP_042029737.1	WP_042029737.1		bifunctional diguanylate cyclase/phosphodiesterase		69551038	I6H43_RS07120	1932	643	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1561710	1562213	-						69551039	I6H43_RS07125	504		old_locus_tag=I6H43_07125
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1561710	1562213	-	WP_042029748.1	WP_042029748.1		molybdopterin-binding oxidoreductase		69551039	I6H43_RS07125	504	167	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1562318	1563952	-					groL	69551040	I6H43_RS07130	1635		old_locus_tag=I6H43_07130
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1562318	1563952	-	WP_005341224.1	WP_005341224.1		chaperonin GroEL	groL	69551040	I6H43_RS07130	1635	544	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1563998	1564291	-						69551041	I6H43_RS07135	294		old_locus_tag=I6H43_07135
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1563998	1564291	-	WP_005309514.1	WP_005309514.1		co-chaperone GroES		69551041	I6H43_RS07135	294	97	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1564549	1565883	+						69551042	I6H43_RS07140	1335		old_locus_tag=I6H43_07140
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1564549	1565883	+	WP_225628441.1	WP_225628441.1		MATE family efflux transporter		69551042	I6H43_RS07140	1335	444	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1565917	1566381	-						69551043	I6H43_RS07145	465		old_locus_tag=I6H43_07145
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1565917	1566381	-	WP_041209158.1	WP_041209158.1		FxsA family protein		69551043	I6H43_RS07145	465	154	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1566825	1568267	+					aspA	69551044	I6H43_RS07150	1443		old_locus_tag=I6H43_07150
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1566825	1568267	+	WP_033113944.1	WP_033113944.1		aspartate ammonia-lyase	aspA	69551044	I6H43_RS07150	1443	480	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1568397	1569716	+						69551045	I6H43_RS07155	1320		old_locus_tag=I6H43_07155
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1568397	1569716	+	WP_041209157.1	WP_041209157.1		anaerobic C4-dicarboxylate transporter		69551045	I6H43_RS07155	1320	439	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1570261	1571274	-					tsaD	69551046	I6H43_RS07160	1014		old_locus_tag=I6H43_07160
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1570261	1571274	-	WP_033113942.1	WP_033113942.1		tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD	tsaD	69551046	I6H43_RS07160	1014	337	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1571455	1571670	+					rpsU	69551047	I6H43_RS07165	216		old_locus_tag=I6H43_07165
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1571455	1571670	+	WP_005309452.1	WP_005309452.1		30S ribosomal protein S21	rpsU	69551047	I6H43_RS07165	216	71	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1571686	1572129	+						69551048	I6H43_RS07170	444		old_locus_tag=I6H43_07170
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1571686	1572129	+	WP_005341238.1	WP_005341238.1		GatB/YqeY domain-containing protein		69551048	I6H43_RS07170	444	147	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1572218	1574005	+					dnaG	69551049	I6H43_RS07175	1788		old_locus_tag=I6H43_07175
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1572218	1574005	+	WP_139395766.1	WP_139395766.1		DNA primase	dnaG	69551049	I6H43_RS07175	1788	595	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1574228	1576084	+					rpoD	69551050	I6H43_RS07180	1857		old_locus_tag=I6H43_07180
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1574228	1576084	+	WP_043851640.1	WP_043851640.1		RNA polymerase sigma factor RpoD	rpoD	69551050	I6H43_RS07180	1857	618	
gene	tRNA	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1576269	1576345	+						69551051	I6H43_RS07185	77		old_locus_tag=I6H43_07185
tRNA		GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1576269	1576345	+				tRNA-Ile		69551051	I6H43_RS07185	77		anticodon=CAT
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1576510	1577064	-						69551052	I6H43_RS07190	555		old_locus_tag=I6H43_07190
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1576510	1577064	-	WP_198493533.1	WP_198493533.1		cytochrome b/b6 domain-containing protein		69551052	I6H43_RS07190	555	184	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1577045	1577419	-						69551053	I6H43_RS07195	375		old_locus_tag=I6H43_07195
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1577045	1577419	-	WP_041209147.1	WP_041209147.1		cytochrome b562		69551053	I6H43_RS07195	375	124	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1577668	1578960	-					purD	69551054	I6H43_RS07200	1293		old_locus_tag=I6H43_07200
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1577668	1578960	-	WP_185227768.1	WP_185227768.1		phosphoribosylamine--glycine ligase	purD	69551054	I6H43_RS07200	1293	430	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1579070	1580677	-					purH	69551055	I6H43_RS07205	1608		old_locus_tag=I6H43_07205
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1579070	1580677	-	WP_198493534.1	WP_198493534.1		bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH	69551055	I6H43_RS07205	1608	535	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1581099	1581554	+					zntR	69551056	I6H43_RS07210	456		old_locus_tag=I6H43_07210
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1581099	1581554	+	WP_033112990.1	WP_033112990.1		Zn(2+)-responsive transcriptional regulator	zntR	69551056	I6H43_RS07210	456	151	
gene	protein_coding	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1581725	1581964	+						69551057	I6H43_RS07215	240		old_locus_tag=I6H43_07215
CDS	with_protein	GCF_016127195.1	Primary Assembly	chromosome		NZ_CP066092.1	1581725	1581964	+	WP_042029637.1	WP_042029637.1		ribosome alternative rescue factor ArfA		69551057	I6H43_RS07215	240	79	
