# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	478697	480055	-	WP_042041895.1	WP_042041895.1		DegQ family serine endoprotease			KYK33_RS02180	1359	452	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	480137	480517	-							KYK33_RS02185	381		old_locus_tag=KYK33_02180
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	480137	480517	-	WP_224431897.1	WP_224431897.1		YhcB family protein			KYK33_RS02185	381	126	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	480657	481751	+							KYK33_RS02190	1095		old_locus_tag=KYK33_02185
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	480657	481751	+	WP_224431898.1	WP_224431898.1		cell division protein ZapE			KYK33_RS02190	1095	364	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	482020	482448	+					rplM		KYK33_RS02195	429		old_locus_tag=KYK33_02190
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	482020	482448	+	WP_042019612.1	WP_042019612.1		50S ribosomal protein L13	rplM		KYK33_RS02195	429	142	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	482464	482856	+					rpsI		KYK33_RS02200	393		old_locus_tag=KYK33_02195
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	482464	482856	+	WP_005891084.1	WP_005891084.1		30S ribosomal protein S9	rpsI		KYK33_RS02200	393	130	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	483145	483735	+					petA		KYK33_RS02205	591		old_locus_tag=KYK33_02200
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	483145	483735	+	WP_042041892.1	WP_042041892.1		ubiquinol-cytochrome c reductase iron-sulfur subunit	petA		KYK33_RS02205	591	196	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	483738	484955	+							KYK33_RS02210	1218		old_locus_tag=KYK33_02205
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	483738	484955	+	WP_042041891.1	WP_042041891.1		cytochrome bc complex cytochrome b subunit			KYK33_RS02210	1218	405	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	484952	485686	+							KYK33_RS02215	735		old_locus_tag=KYK33_02210
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	484952	485686	+	WP_224431899.1	WP_224431899.1		cytochrome c1			KYK33_RS02215	735	244	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	485774	486403	+					sspA		KYK33_RS02220	630		old_locus_tag=KYK33_02215
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	485774	486403	+	WP_005891096.1	WP_005891096.1		stringent starvation protein A	sspA		KYK33_RS02220	630	209	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	486400	486825	+							KYK33_RS02225	426		old_locus_tag=KYK33_02220
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	486400	486825	+	WP_042041888.1	WP_042041888.1		ClpXP protease specificity-enhancing factor			KYK33_RS02225	426	141	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	486892	487470	-					yraP		KYK33_RS02230	579		old_locus_tag=KYK33_02225
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	486892	487470	-	WP_042041887.1	WP_042041887.1		divisome-associated lipoprotein YraP	yraP		KYK33_RS02230	579	192	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	487475	488065	-							KYK33_RS02235	591		old_locus_tag=KYK33_02230
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	487475	488065	-	WP_005891102.1	WP_005891102.1		SIS domain-containing protein			KYK33_RS02235	591	196	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	488075	488476	-							KYK33_RS02240	402		old_locus_tag=KYK33_02235
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	488075	488476	-	WP_042041886.1	WP_042041886.1		YraN family protein			KYK33_RS02240	402	133	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	488388	490331	-							KYK33_RS02245	1944		old_locus_tag=KYK33_02240
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	488388	490331	-	WP_224431900.1	WP_224431900.1		penicillin-binding protein activator			KYK33_RS02245	1944	647	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	490411	491253	+					rsmI		KYK33_RS02250	843		old_locus_tag=KYK33_02245
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	490411	491253	+	WP_224431901.1	WP_224431901.1		16S rRNA (cytidine(1402)-2'-O)-methyltransferase	rsmI		KYK33_RS02250	843	280	
gene	RNase_P_RNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	491449	491834	+					rnpB		KYK33_RS02255	386		old_locus_tag=KYK33_02250
ncRNA	RNase_P_RNA	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	491449	491834	+				RNase P RNA component class A	rnpB		KYK33_RS02255	386		
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	492054	492926	+							KYK33_RS02260	873		old_locus_tag=KYK33_02255
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	492054	492926	+	WP_224431902.1	WP_224431902.1		FliM/FliN family flagellar motor switch protein			KYK33_RS02260	873	290	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	492934	493311	+					lfiN		KYK33_RS02265	378		old_locus_tag=KYK33_02260
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	492934	493311	+	WP_042041883.1	WP_042041883.1		lateral flagellar motor switch protein LfiN	lfiN		KYK33_RS02265	378	125	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	493311	494042	+					fliP		KYK33_RS02270	732		old_locus_tag=KYK33_02265
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	493311	494042	+	WP_224431903.1	WP_224431903.1		flagellar type III secretion system pore protein FliP	fliP		KYK33_RS02270	732	243	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	494045	494314	+					fliQ		KYK33_RS02275	270		old_locus_tag=KYK33_02270
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	494045	494314	+	WP_042041880.1	WP_042041880.1		flagellar biosynthesis protein FliQ	fliQ		KYK33_RS02275	270	89	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	494311	495093	+					lfiR		KYK33_RS02280	783		old_locus_tag=KYK33_02275
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	494311	495093	+	WP_042041879.1	WP_042041879.1		lateral flagellar biosynthetic protein LfiR	lfiR		KYK33_RS02280	783	260	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	495090	496226	+					flhB		KYK33_RS02285	1137		old_locus_tag=KYK33_02280
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	495090	496226	+	WP_224431904.1	WP_224431904.1		flagellar biosynthesis protein FlhB	flhB		KYK33_RS02285	1137	378	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	496230	498305	+					lfhA		KYK33_RS02290	2076		old_locus_tag=KYK33_02285
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	496230	498305	+	WP_224431905.1	WP_224431905.1		lateral flagellar biosynthesis protein LfhA	lfhA		KYK33_RS02290	2076	691	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	498724	500100	+							KYK33_RS02295	1377		old_locus_tag=KYK33_02290
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	498724	500100	+	WP_042041875.1	WP_042041875.1		sigma-54 dependent transcriptional regulator			KYK33_RS02295	1377	458	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	500112	500438	+					lfiE		KYK33_RS02300	327		old_locus_tag=KYK33_02295
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	500112	500438	+	WP_084218181.1	WP_084218181.1		lateral flagellar hook-basal body complex protein LfiE	lfiE		KYK33_RS02300	327	108	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	500489	502192	+					fliFL		KYK33_RS02305	1704		old_locus_tag=KYK33_02300
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	500489	502192	+	WP_224432925.1	WP_224432925.1		lateral flagellar M-ring protein FliFL	fliFL		KYK33_RS02305	1704	567	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	502179	503207	+					fliGL		KYK33_RS02310	1029		old_locus_tag=KYK33_02305
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	502179	503207	+	WP_042041871.1	WP_042041871.1		lateral flagellar motor switch protein FliGL	fliGL		KYK33_RS02310	1029	342	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	503220	503912	+							KYK33_RS02315	693		old_locus_tag=KYK33_02310
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	503220	503912	+	WP_042041870.1	WP_042041870.1		flagellar assembly protein FliH			KYK33_RS02315	693	230	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	503905	505239	+					lfiI		KYK33_RS02320	1335		old_locus_tag=KYK33_02315
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	503905	505239	+	WP_042041869.1	WP_042041869.1		lateral flagellar FliI-like assembly ATPase LfiI	lfiI		KYK33_RS02320	1335	444	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	505249	505659	+							KYK33_RS02325	411		old_locus_tag=KYK33_02320
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	505249	505659	+	WP_042041867.1	WP_042041867.1		flagellar FliJ family protein			KYK33_RS02325	411	136	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	505684	506130	-							KYK33_RS02330	447		old_locus_tag=KYK33_02325
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	505684	506130	-	WP_224431906.1	WP_224431906.1		flagellar protein FlgN			KYK33_RS02330	447	148	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	506127	506399	-					flgM		KYK33_RS02335	273		old_locus_tag=KYK33_02330
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	506127	506399	-	WP_224431907.1	WP_224431907.1		flagellar biosynthesis anti-sigma factor FlgM	flgM		KYK33_RS02335	273	90	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	506479	507174	-					flgA		KYK33_RS02340	696		old_locus_tag=KYK33_02335
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	506479	507174	-	WP_224432926.1	WP_224432926.1		flagellar basal body P-ring formation chaperone FlgA	flgA		KYK33_RS02340	696	231	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	507344	507733	+					lfgB		KYK33_RS02345	390		old_locus_tag=KYK33_02340
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	507344	507733	+	WP_042041862.1	WP_042041862.1		lateral flagellar basal body rod protein LfgB	lfgB		KYK33_RS02345	390	129	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	507736	508158	+					flgCL		KYK33_RS02350	423		old_locus_tag=KYK33_02345
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	507736	508158	+	WP_042041861.1	WP_042041861.1		lateral flagellar basal body rod protein FlgCL	flgCL		KYK33_RS02350	423	140	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	508161	508838	+							KYK33_RS02355	678		old_locus_tag=KYK33_02350
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	508161	508838	+	WP_224431908.1	WP_224431908.1		flagellar hook capping protein			KYK33_RS02355	678	225	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	508857	510059	+					flgEL		KYK33_RS02360	1203		old_locus_tag=KYK33_02355
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	508857	510059	+	WP_042041857.1	WP_042041857.1		lateral flagellar hook protein FlgEL	flgEL		KYK33_RS02360	1203	400	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	510069	510803	+					lfgF		KYK33_RS02365	735		old_locus_tag=KYK33_02360
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	510069	510803	+	WP_042041855.1	WP_042041855.1		lateral flagellar basal-body rod protein LfgF	lfgF		KYK33_RS02365	735	244	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	510870	511655	+					lfgG		KYK33_RS02370	786		old_locus_tag=KYK33_02365
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	510870	511655	+	WP_042041854.1	WP_042041854.1		lateral flagellar basal-body rod protein LfgG	lfgG		KYK33_RS02370	786	261	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	511655	512326	+					flgH		KYK33_RS02375	672		old_locus_tag=KYK33_02370
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	511655	512326	+	WP_042041852.1	WP_042041852.1		flagellar basal body L-ring protein FlgH	flgH		KYK33_RS02375	672	223	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	512335	513441	+					fgIL		KYK33_RS02380	1107		old_locus_tag=KYK33_02375
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	512335	513441	+	WP_224431909.1	WP_224431909.1		lateral flagellar basal body P-ring FlgIL	fgIL		KYK33_RS02380	1107	368	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	513451	513843	+							KYK33_RS02385	393		old_locus_tag=KYK33_02380
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	513451	513843	+	WP_042041849.1	WP_042041849.1		rod-binding protein			KYK33_RS02385	393	130	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	513905	515224	+					lfgK		KYK33_RS02390	1320		old_locus_tag=KYK33_02385
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	513905	515224	+	WP_042041847.1	WP_042041847.1		lateral flagellar hook-associated protein LfgK	lfgK		KYK33_RS02390	1320	439	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	515302	516201	+					lfgL		KYK33_RS02395	900		old_locus_tag=KYK33_02390
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	515302	516201	+	WP_224431910.1	WP_224431910.1		lateral flagellar hook-associated protein LfgL	lfgL		KYK33_RS02395	900	299	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	516220	517224	+							KYK33_RS02400	1005		old_locus_tag=KYK33_02395
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	516220	517224	+	WP_224431911.1	WP_224431911.1		hypothetical protein			KYK33_RS02400	1005	334	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	517302	518474	-					fliB		KYK33_RS02405	1173		old_locus_tag=KYK33_02400
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	517302	518474	-	WP_224431912.1	WP_224431912.1		flagellin lysine-N-methylase	fliB		KYK33_RS02405	1173	390	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	518712	519581	+					lafA		KYK33_RS02410	870		old_locus_tag=KYK33_02405
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	518712	519581	+	WP_224431913.1	WP_224431913.1		lateral flagellin LafA	lafA		KYK33_RS02410	870	289	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	519752	520612	+					lafA		KYK33_RS02415	861		old_locus_tag=KYK33_02410
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	519752	520612	+	WP_224431914.1	WP_224431914.1		lateral flagellin LafA	lafA		KYK33_RS02415	861	286	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	520732	522015	+					lafB		KYK33_RS02420	1284		old_locus_tag=KYK33_02415
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	520732	522015	+	WP_224431915.1	WP_224431915.1		lateral flagellar capping protein LafB	lafB		KYK33_RS02420	1284	427	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	522055	522447	+					lafC		KYK33_RS02425	393		old_locus_tag=KYK33_02420
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	522055	522447	+	WP_042041837.1	WP_042041837.1		lateral flagellar export chaperone LafC	lafC		KYK33_RS02425	393	130	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	522573	522911	+							KYK33_RS02430	339		old_locus_tag=KYK33_02425
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	522573	522911	+	WP_224431916.1	WP_224431916.1		LafX			KYK33_RS02430	339	112	
gene	pseudogene	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	523556	524002	+							KYK33_RS02435	447		partial;pseudo
CDS	without_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	523556	524002	+				flagellar hook-length control protein FliK			KYK33_RS02435	447		partial;pseudo
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	524034	524492	+					lafF		KYK33_RS02440	459		old_locus_tag=KYK33_02435
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	524034	524492	+	WP_224431917.1	WP_224431917.1		lateral flagellar basal body-associated protein LafF	lafF		KYK33_RS02440	459	152	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	524500	525210	+					lafS		KYK33_RS02445	711		old_locus_tag=KYK33_02440
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	524500	525210	+	WP_042041830.1	WP_042041830.1		lateral flagellar system RNA polymerase sigma factor LafS	lafS		KYK33_RS02445	711	236	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	525264	526121	+					lafT		KYK33_RS02450	858		old_locus_tag=KYK33_02445
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	525264	526121	+	WP_042041828.1	WP_042041828.1		lateral flagellar motor stator protein LafT	lafT		KYK33_RS02450	858	285	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	526122	527060	+					lafU		KYK33_RS02455	939		old_locus_tag=KYK33_02450
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	526122	527060	+	WP_042041825.1	WP_042041825.1		lateral flagellar motor protein LafU	lafU		KYK33_RS02455	939	312	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	527057	527512	+							KYK33_RS02460	456		old_locus_tag=KYK33_02455
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	527057	527512	+	WP_224431918.1	WP_224431918.1		hypothetical protein			KYK33_RS02460	456	151	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	527448	528347	-							KYK33_RS02465	900		old_locus_tag=KYK33_02460
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	527448	528347	-	WP_224431919.1	WP_224431919.1		lytic transglycosylase domain-containing protein			KYK33_RS02465	900	299	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	528566	528862	+							KYK33_RS02470	297		old_locus_tag=KYK33_02465
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	528566	528862	+	WP_224431920.1	WP_224431920.1		hypothetical protein			KYK33_RS02470	297	98	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	529104	529562	+					mraZ		KYK33_RS02475	459		old_locus_tag=KYK33_02470
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	529104	529562	+	WP_042041821.1	WP_042041821.1		division/cell wall cluster transcriptional repressor MraZ	mraZ		KYK33_RS02475	459	152	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	529563	530501	+					rsmH		KYK33_RS02480	939		old_locus_tag=KYK33_02475
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	529563	530501	+	WP_042041819.1	WP_042041819.1		16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		KYK33_RS02480	939	312	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	530505	530819	+					ftsL		KYK33_RS02485	315		old_locus_tag=KYK33_02480
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	530505	530819	+	WP_042041817.1	WP_042041817.1		cell division protein FtsL	ftsL		KYK33_RS02485	315	104	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	530816	532561	+							KYK33_RS02490	1746		old_locus_tag=KYK33_02485
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	530816	532561	+	WP_224431921.1	WP_224431921.1		peptidoglycan glycosyltransferase FtsI			KYK33_RS02490	1746	581	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	532506	534038	+					murE		KYK33_RS02495	1533		old_locus_tag=KYK33_02490
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	532506	534038	+	WP_224431922.1	WP_224431922.1		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	murE		KYK33_RS02495	1533	510	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	534106	535461	+					murF		KYK33_RS02500	1356		old_locus_tag=KYK33_02495
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	534106	535461	+	WP_224431923.1	WP_224431923.1		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	murF		KYK33_RS02500	1356	451	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	535455	536537	+					mraY		KYK33_RS02505	1083		old_locus_tag=KYK33_02500
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	535455	536537	+	WP_042041811.1	WP_042041811.1		phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY		KYK33_RS02505	1083	360	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	536540	537823	+					murD		KYK33_RS02510	1284		old_locus_tag=KYK33_02505
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	536540	537823	+	WP_224431924.1	WP_224431924.1		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		KYK33_RS02510	1284	427	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	537915	539099	+					ftsW		KYK33_RS02515	1185		old_locus_tag=KYK33_02510
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	537915	539099	+	WP_042041809.1	WP_042041809.1		cell division protein FtsW	ftsW		KYK33_RS02515	1185	394	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	539120	540190	+					murG		KYK33_RS02520	1071		old_locus_tag=KYK33_02515
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	539120	540190	+	WP_224432927.1	WP_224432927.1		undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	murG		KYK33_RS02520	1071	356	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	540299	541753	+					murC		KYK33_RS02525	1455		old_locus_tag=KYK33_02520
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	540299	541753	+	WP_042041808.1	WP_042041808.1		UDP-N-acetylmuramate--L-alanine ligase	murC		KYK33_RS02525	1455	484	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	541850	542602	+							KYK33_RS02530	753		old_locus_tag=KYK33_02525
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	541850	542602	+	WP_224431925.1	WP_224431925.1		cell division protein FtsQ/DivIB			KYK33_RS02530	753	250	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	542583	543842	+					ftsA		KYK33_RS02535	1260		old_locus_tag=KYK33_02530
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	542583	543842	+	WP_042041806.1	WP_042041806.1		cell division protein FtsA	ftsA		KYK33_RS02535	1260	419	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	543883	545034	+					ftsZ		KYK33_RS02540	1152		old_locus_tag=KYK33_02535
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	543883	545034	+	WP_005891146.1	WP_005891146.1		cell division protein FtsZ	ftsZ		KYK33_RS02540	1152	383	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	545130	546053	+					lpxC		KYK33_RS02545	924		old_locus_tag=KYK33_02540
CDS	with_protein	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	545130	546053	+	WP_042041805.1	WP_042041805.1		UDP-3-O-acyl-N-acetylglucosamine deacetylase	lpxC		KYK33_RS02545	924	307	
gene	protein_coding	GCF_020149575.1	Primary Assembly	chromosome		NZ_CP079742.1	546191	547096	+							KYK33_RS02550	906		old_locus_tag=KYK33_02545
